number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,city,zip code,cost rank
1,1,690,690,1,1928,Seattle,WA 98117,1
2,1,900,900,1,1905,Seattle,WA 98108,1
2,1,1020,1020,1,1940,Seattle,WA 98168,1
3,1,970,970,1,1967,Federal Way,WA 98023,1
2,1,940,940,1,1926,Seattle,WA 98126,1
2,1.75,1220,1220,1,1972,Auburn,WA 98001,1
3,1,910,910,1,1966,Seattle,WA 98148,1
2,1.75,1110,1110,2,2014,Seattle,WA 98108,1
3,1.75,1010,1010,1,1969,Covington,WA 98042,1
4,1,1390,1390,1,1955,Kent,WA 98032,1
3,1.75,1950,1950,1,1960,Renton,WA 98055,1
3,1.75,1400,1400,1,1998,Enumclaw,WA 98022,1
1,1.5,1170,1070,2,2007,Seattle,WA 98126,1
3,3,1670,1670,1,2014,Enumclaw,WA 98022,1
3,2.5,1720,1720,2,1998,Auburn,WA 98092,1
3,2.25,1715,1715,2,1995,Federal Way,WA 98003,1
3,1.75,1650,1650,1,1957,SeaTac,WA 98188,1
2,1,700,700,1,1922,Seattle,WA 98122,1
2,1,720,720,1,1951,Shoreline,WA 98133,1
3,2.5,1630,1320,1,1985,Kent,WA 98042,1
2,1,910,910,1,1948,Shoreline,WA 98155,1
4,2,1350,1350,3,2008,Issaquah,WA 98029,1
3,1.5,1590,1590,1,1956,Kenmore,WA 98028,2
6,4,3120,2090,2,1993,Seattle,WA 98106,2
4,2.5,2570,2570,2,2005,Maple Valley,WA 98038,2
5,2.75,2400,2400,2,1998,Auburn,WA 98092,2
4,1.75,2440,1610,1,1978,Kent,WA 98032,2
3,1.75,1780,1280,1,1981,Renton,WA 98058,2
5,1.75,2330,1180,1,1968,Renton,WA 98059,2
3,1.75,2040,2040,1,1980,Kent,WA 98042,2
4,2.5,1890,1890,2,1996,Maple Valley,WA 98038,2
2,2.25,1330,1330,2,1985,Kenmore,WA 98028,2
4,2.5,3000,3000,2,2002,Maple Valley,WA 98038,2
5,1,1170,800,1,1944,Seattle,WA 98125,2
3,2.5,2570,2570,2,1989,Kent,WA 98031,2
3,2,1400,1400,2,1981,Vashon,WA 98070,2
3,1,2710,2710,2,1950,Burien,WA 98166,2
3,1.75,2410,1860,1,1967,Renton,WA 98058,2
4,2.25,2300,1380,1,1959,Seattle,WA 98125,2
3,2.5,2432,2432,2,2005,Federal Way,WA 98001,2
2,1,1050,850,1,1927,Seattle,WA 98117,2
2,1,1320,1320,1,1953,Seattle,WA 98177,2
4,2.75,2300,1550,1,1979,Vashon,WA 98070,2
4,3,2530,2530,2,2013,Burien,WA 98148,2
4,2.5,2110,1290,1,1985,Issaquah,WA 98027,2
4,2.25,2020,1380,1,1979,Kirkland,WA 98034,2
4,2.5,3060,3060,2,2012,Maple Valley,WA 98038,2
4,2.5,2990,2990,2,1991,Renton,WA 98058,2
4,3,2370,1650,1.5,1916,Seattle,WA 98115,2
2,1,1500,1500,1,1902,Seattle,WA 98103,2
4,2.75,2790,2790,2,2014,North Bend,WA 98045,2
3,2.5,2230,2230,2,2000,Snoqualmie,WA 98065,2
4,1,1440,1440,1.5,1906,Seattle,WA 98107,3
2,1.5,1200,1200,3,2008,Seattle,WA 98103,3
5,1.75,1890,1090,1.5,1906,Seattle,WA 98107,3
4,1.75,2860,1710,1,1978,Woodinville,WA 98077,3
4,3.5,4150,4150,2,2006,Auburn,WA 98092,3
4,2.5,2710,2710,2,2003,Renton,WA 98059,3
3,1.75,1960,980,1,1939,Seattle,WA 98115,3
3,3.25,2310,1730,2,2005,Seattle,WA 98116,3
4,1.75,2420,1880,1,1981,Redmond,WA 98053,3
4,2.5,2770,2770,2,1997,Carnation,WA 98014,3
5,2.5,2500,1490,1,1977,Redmond,WA 98052,3
3,2.5,2610,2610,2,1988,Woodinville,WA 98072,3
3,2.25,2400,1250,1.5,1939,Seattle,WA 98117,3
4,2.5,2540,2540,2,1987,Redmond,WA 98053,3
4,2.75,3190,3190,2,1994,Sammamish,WA 98075,3
3,2.5,1660,1400,2,2002,Seattle,WA 98109,4
3,2.5,2440,2440,2,2003,Redmond,WA 98052,4
3,2.5,3580,3580,1.5,1990,Maple Valley,WA 98038,4
3,3,2630,2630,2,2006,Redmond,WA 98052,4
4,2.25,3190,2300,2,1984,Sammamish,WA 98074,4
5,2.5,3260,2310,1.5,1950,Lake Forest Park,WA 98155,4
4,2.75,3610,3610,2,2014,Kirkland,WA 98033,4
4,4.25,4390,3320,2,2003,Issaquah,WA 98029,4
5,2.75,3650,2750,2,1969,Mercer Island,WA 98040,4
4,3,3900,2520,1,1972,Bellevue,WA 98006,4
4,4.5,6640,6640,2,1993,Woodinville,WA 98077,4
2,1.75,1910,1910,2,1980,Maple Valley,WA 98038,1
3,1,1040,1040,1,1983,Duvall,WA 98019,1
4,1,1370,1370,1,1949,Shoreline,WA 98155,2
3,1.75,1700,1200,1,1978,Maple Valley,WA 98038,2
3,1,1200,1200,1,1969,Newcastle,WA 98056,2
3,1.5,1500,1140,1.5,1927,Seattle,WA 98117,2
3,2.5,1700,1160,1,1998,Seattle,WA 98126,2
5,2.5,2670,1620,1.5,1920,Seattle,WA 98125,3
4,2.5,3130,3130,2,1994,North Bend,WA 98045,3
4,2.5,2190,1430,1,1972,Bellevue,WA 98006,3
3,1,1800,1800,1,1957,Renton,WA 98056,1
5,2.75,2130,1300,1,1991,Seattle,WA 98118,2
3,2,1610,1610,1,1986,Carnation,WA 98014,2
3,3.5,1360,1240,2,2007,Seattle,WA 98144,2
4,2.75,2950,2120,1,1974,Kent,WA 98042,2
3,2.25,2120,2120,2,1964,Bellevue,WA 98005,4
2,1,930,930,1,1942,Burien,WA 98166,1
2,1,1200,1200,2,1976,Redmond,WA 98053,1
2,1,900,900,1,1928,Snoqualmie,WA 98065,1
2,1.5,1068,1068,2,1990,Kenmore,WA 98028,1
3,2.75,1300,860,1,1996,Kent,WA 98030,1
3,2,1440,1440,1,1965,Des Moines,WA 98198,1
2,1,1320,940,1,1919,Seattle,WA 98108,1
3,1.75,1410,1410,2,1985,Maple Valley,WA 98038,1
2,2,1860,1260,1,1952,Seattle,WA 98178,1
3,2.5,1760,1760,1.5,1937,Burien,WA 98148,1
2,1,960,960,1,1947,Shoreline,WA 98155,2
3,1,1010,1010,1,1954,Seattle,WA 98118,2
3,2.25,2310,2310,2,1990,Kent,WA 98031,2
4,2.5,2340,2340,2,1997,Kent,WA 98042,2
4,2.5,2230,2230,2,2002,Covington,WA 98042,2
4,2.5,2280,2280,2,2006,Maple Valley,WA 98038,2
2,1,970,970,1,1932,Seattle,WA 98126,2
3,1,960,960,1,1958,Shoreline,WA 98155,2
4,2.75,2140,2140,2,1993,Auburn,WA 98001,2
3,1,1320,1320,1,1982,Shoreline,WA 98155,2
4,2.5,2700,2700,2,2001,Tukwila,WA 98168,2
3,1.75,1300,1300,1,1968,Kirkland,WA 98034,2
4,2.5,2570,2570,2,1992,Maple Valley,WA 98038,2
2,1,870,870,1,1947,Seattle,WA 98116,2
5,3.25,2820,2320,1.5,1906,Seattle,WA 98118,2
2,1.75,1510,1510,1,2006,Redmond,WA 98053,2
2,2,1090,1090,3,2008,Seattle,WA 98109,2
3,2.25,1370,1370,3,2005,Seattle,WA 98103,2
4,2,1880,970,1,1904,Seattle,WA 98144,2
4,2.5,2290,2290,2,1988,Renton,WA 98058,2
3,2.5,3180,1810,1,2006,Renton,WA 98056,2
4,2.25,2070,1470,1,1977,Lake Forest Park,WA 98155,2
4,2.5,2960,2960,2,2005,Maple Valley,WA 98038,2
3,2.5,1220,1010,2,2008,Seattle,WA 98117,2
3,1.75,3600,2400,2,1948,Kirkland,WA 98033,2
4,3,2440,1890,2,1981,Kenmore,WA 98028,2
4,3,2330,1920,2,2003,Seattle,WA 98108,2
3,2.25,1470,1470,2,1985,Issaquah,WA 98029,2
3,2.25,2090,1440,1,1958,Seattle,WA 98115,2
4,1.75,2120,1640,1,1967,Shoreline,WA 98177,2
4,3,3720,3720,3,1979,Renton,WA 98059,3
3,2.5,2600,2600,2,2003,Kenmore,WA 98028,3
4,2.25,1980,1980,2,1981,Sammamish,WA 98074,3
3,1,1580,1180,1,1925,Seattle,WA 98199,3
5,2.75,2520,1570,1,1960,Mercer Island,WA 98040,3
3,2.5,1460,1180,2,2007,Seattle,WA 98117,3
4,1.5,2750,1500,1,1958,Renton,WA 98055,3
3,2.25,1720,1220,1,1967,Redmond,WA 98052,3
3,2.25,2070,2070,1.5,1955,Lake Forest Park,WA 98155,3
3,2,1890,1470,1,1949,Bellevue,WA 98006,3
3,2.5,3350,2550,2,2005,Kirkland,WA 98034,3
4,2.25,2500,1520,1.5,1940,Seattle,WA 98117,3
5,3,2870,1950,1,1964,Seattle,WA 98103,4
4,2.5,3500,3500,2,2005,Redmond,WA 98053,4
3,2.5,2650,1830,2,1920,Seattle,WA 98119,4
4,2.75,3220,2320,1.5,1931,Seattle,WA 98105,4
4,2.5,3560,3560,3,2014,Redmond,WA 98052,4
4,2.5,3670,3670,2.5,2007,Issaquah,WA 98029,4
4,3.25,3530,3530,2,2007,Kirkland,WA 98033,4
4,2.75,3330,3330,2,1995,Kirkland,WA 98033,4
3,3,3790,2810,2,1989,Seattle,WA 98122,4
5,3.25,4390,4390,2,2007,Mercer Island,WA 98040,4
5,3.5,5000,3410,2,2008,Mercer Island,WA 98040,4
5,4.25,4830,3710,2.5,1914,Seattle,WA 98144,4
2,1,820,820,1,1937,Seattle,WA 98106,1
3,1,1200,1200,1,1959,Enumclaw,WA 98022,1
2,1,900,900,1,1979,Pacific,WA 98047,1
1,1,590,590,1,1926,Seattle,WA 98122,1
3,1.75,1170,1170,1,1981,Covington,WA 98042,1
3,1.75,1400,1400,1,1984,Federal Way,WA 98003,1
3,1.5,1620,1620,1,1967,Covington,WA 98042,1
3,2,1770,1770,1,1986,Auburn,WA 98001,1
3,2,1190,1190,1.5,1907,Seattle,WA 98118,1
3,1,950,950,1,1954,Bellevue,WA 98006,1
3,2.25,1920,1300,1,1961,Kent,WA 98031,1
2,1,770,770,1,1948,Shoreline,WA 98155,1
4,2.5,1970,1970,2,1987,Kent,WA 98030,1
3,1,1090,1090,1,1962,Renton,WA 98056,1
4,2.5,2303,2303,2,2006,Auburn,WA 98092,2
3,2.75,2090,1340,1,1987,Federal Way,WA 98023,2
3,2.25,1660,1660,2,2001,Duvall,WA 98019,2
3,1,1150,1150,1.5,1927,North Bend,WA 98045,2
3,2,2050,2050,1,1993,Federal Way,WA 98003,2
4,2.5,1830,1830,2,2003,Maple Valley,WA 98038,2
4,1.75,2550,1300,1,1978,Kent,WA 98031,2
3,2.5,1680,1080,1,1959,Seattle,WA 98146,2
2,2.5,1050,950,2,2007,Seattle,WA 98122,2
3,2.25,1460,1460,3,2006,Seattle,WA 98133,2
2,1,1080,1080,1,1955,Seattle,WA 98136,2
3,2,1270,1270,1,1963,Seattle,WA 98122,2
3,3.5,2080,2080,2,2004,Maple Valley,WA 98038,2
4,2.5,2590,2590,2,1991,Bothell,WA 98011,2
2,1,860,860,1,1952,Seattle,WA 98116,2
3,1.75,2530,1800,1,1977,Kent,WA 98042,2
3,1.75,1040,1040,1,1967,Issaquah,WA 98027,2
5,2.25,3740,2240,1.5,1958,Des Moines,WA 98198,2
4,2.5,2701,2701,2,2014,Auburn,WA 98092,2
3,2,1240,1000,1,1984,Sammamish,WA 98074,2
4,1,1580,1580,1.5,1928,Seattle,WA 98178,2
4,2.5,2530,2530,2,2014,Maple Valley,WA 98038,2
3,1.5,1300,1300,1,1964,Redmond,WA 98052,2
3,2.5,1950,1950,2,2009,Snoqualmie,WA 98065,2
4,2.5,2300,2300,2,2001,Renton,WA 98056,2
4,1.5,1550,1180,1,1963,Seattle,WA 98118,2
3,2.5,2530,2530,2,1993,Duvall,WA 98019,2
4,2.5,2280,2280,2,1994,Kent,WA 98042,2
3,1.75,1400,1400,1,1963,Kenmore,WA 98028,2
2,1,1250,850,1,1929,Seattle,WA 98117,2
3,2.5,1450,940,2,2008,Seattle,WA 98107,2
4,3,2890,1590,1,1945,Seattle,WA 98115,2
3,2.25,1640,1640,2,1994,Issaquah,WA 98029,2
3,2.25,1710,1710,2,1989,Sammamish,WA 98074,2
3,2.25,2440,2090,2,1991,Redmond,WA 98053,2
4,1.75,1430,1430,2,1900,Seattle,WA 98122,2
4,2.75,2910,2910,2,2013,North Bend,WA 98045,2
5,3.25,3130,2180,2,1975,Issaquah,WA 98027,3
3,2.25,1600,1600,2,1983,Woodinville,WA 98072,3
4,2.75,2200,1100,1,1962,Bellevue,WA 98006,3
3,1.75,1990,1190,1,1977,Redmond,WA 98052,3
3,1.75,1750,1750,2,1934,Black Diamond,WA 98010,3
3,2.5,2010,2010,2,1994,Kenmore,WA 98028,3
3,2.5,3660,3260,2,1989,Enumclaw,WA 98022,3
4,1.75,1420,1420,1.5,1945,Seattle,WA 98117,3
3,1.75,2050,1400,1,1984,Sammamish,WA 98074,3
4,2.5,2180,1180,1,1968,Redmond,WA 98052,3
4,2.5,2440,2440,2,1994,Newcastle,WA 98056,3
3,2.5,1530,1010,1.5,1928,Seattle,WA 98117,3
4,1,1410,1410,1.5,1911,Seattle,WA 98107,3
3,2.5,2200,2200,2,1978,Bellevue,WA 98008,3
4,1,1630,1630,1.5,1921,Seattle,WA 98122,3
3,2,1410,910,1,1947,Seattle,WA 98115,3
5,2.25,2980,1580,1,1960,Seattle,WA 98125,3
2,2.5,2510,2510,2,1990,Bothell,WA 98011,3
4,1.75,1700,1700,1,1957,Seattle,WA 98199,3
4,3,2130,1440,1,1948,Seattle,WA 98116,3
3,2.5,2390,2220,2,2008,Issaquah,WA 98029,3
4,2.5,3350,3350,2,2004,Black Diamond,WA 98010,3
3,2,2570,1970,1,1983,Redmond,WA 98052,3
4,2.5,1820,1820,2,1987,Sammamish,WA 98075,3
4,2.5,2600,2600,2,1962,Seattle,WA 98115,3
3,2.5,2620,2620,2,1998,Woodinville,WA 98077,3
3,2,2500,1680,1.5,1922,Seattle,WA 98103,3
3,2.5,2375,2375,2,2002,Redmond,WA 98052,4
3,1.75,1860,1860,2,1959,Seattle,WA 98144,4
4,2.5,2840,1780,1,1977,Bellevue,WA 98005,4
5,2.5,3290,3290,2,2004,Sammamish,WA 98075,4
4,2.25,2500,2500,2,1987,Bellevue,WA 98007,4
3,2.25,2880,2880,2,1989,Bellevue,WA 98006,4
4,2.75,3990,3990,2,2003,Redmond,WA 98053,4
4,3.25,4350,2200,1,2006,Issaquah,WA 98027,4
5,3.5,3840,3840,2,2001,Sammamish,WA 98074,4
4,3.5,4080,4080,2,2005,Redmond,WA 98053,4
5,5.5,5190,5190,2,2001,Snoqualmie,WA 98065,4
4,1.5,2550,2550,2,1910,Seattle,WA 98112,4
4,3.5,3770,3770,2,2008,Kirkland,WA 98033,4
4,2.5,4570,4570,2,1990,Sammamish,WA 98074,4
3,2.75,3890,3260,2,1967,Seattle,WA 98118,4
5,3.25,3350,2510,2,1997,Seattle,WA 98105,4
4,2.5,3340,3340,2,1996,Kirkland,WA 98033,4
4,3.5,3400,2790,2.5,2008,Seattle,WA 98112,4
4,3.5,4270,3170,2,1937,Seattle,WA 98199,4
2,1,1050,1050,1.5,1964,Burien,WA 98168,1
4,2.5,1780,1780,2,1991,Des Moines,WA 98198,1
5,1,1590,1090,1.5,1942,Seattle,WA 98146,1
3,2,1110,1110,1,1991,Kent,WA 98031,1
3,3,2470,1860,2,1977,Seattle,WA 98117,1
3,2.25,1920,1520,1,1965,Burien,WA 98148,1
3,1.75,1200,1200,1,1984,Kent,WA 98031,1
2,1,1310,940,1,1980,Kent,WA 98031,1
4,2,2430,1430,1,1960,Seattle,WA 98178,1
4,2.25,1680,1680,2,2002,Auburn,WA 98092,1
4,2.5,2050,2050,2,2002,Des Moines,WA 98198,1
4,2,1620,1620,2,1975,Kent,WA 98031,1
5,1,1870,1580,1,1962,Seattle,WA 98168,1
4,3,1940,1940,1,1948,Shoreline,WA 98155,1
2,1.5,800,800,2,2008,Seattle,WA 98106,1
4,2.5,1954,1954,2,2005,Kent,WA 98031,1
3,2.25,1450,1450,2,2010,Maple Valley,WA 98038,1
3,2.25,1520,1520,2,1992,Maple Valley,WA 98038,1
2,1,1010,1010,1,1947,Shoreline,WA 98155,2
2,1,2160,1360,1,1968,Tukwila,WA 98168,2
3,1,1580,1010,1,1962,Renton,WA 98058,2
3,2.5,2242,2242,2,2014,Auburn,WA 98092,2
2,1,700,700,1,1918,Seattle,WA 98103,2
2,1.75,1530,830,1,1916,Seattle,WA 98119,2
4,2.5,2120,2120,2,2002,Maple Valley,WA 98038,2
4,2.5,2105,2105,2,2003,Kent,WA 98042,2
3,2.5,2390,1840,1,1984,Kent,WA 98042,2
5,2.5,2450,2450,2,2002,Kent,WA 98030,2
3,1.75,1730,1730,1.5,1954,Shoreline,WA 98133,2
4,1.75,2400,1500,1.5,1927,Seattle,WA 98133,2
4,2.5,3002,3002,2,2004,Kent,WA 98031,2
3,2.5,1900,1900,2,1993,Bothell,WA 98011,2
3,2,1660,1260,1,1983,Kirkland,WA 98034,2
4,2.75,2620,2620,2,2013,North Bend,WA 98045,2
4,2,2100,1050,1,1962,Seattle,WA 98125,2
4,2.5,2040,2040,2,1963,Shoreline,WA 98133,2
4,2.5,1850,1850,2,1981,Kirkland,WA 98034,2
5,2.5,2160,2160,2,1998,Snoqualmie,WA 98065,2
3,2,1470,1470,1,1956,Seattle,WA 98125,2
3,2.25,1550,1550,2,1987,Kirkland,WA 98033,2
4,2.5,1540,1540,2,2014,Issaquah,WA 98029,2
3,3,3700,3700,2,1982,SeaTac,WA 98188,2
3,1.75,1540,770,1,1920,Seattle,WA 98117,3
5,2.25,2570,1470,1,1950,Normandy Park,WA 98166,3
3,1.75,2330,1390,1,1983,Woodinville,WA 98072,3
4,2.75,2160,1430,1,1987,Seattle,WA 98115,3
4,2,1660,1660,1.5,1922,Seattle,WA 98103,3
3,2.5,1840,1840,1,1978,Bellevue,WA 98007,3
3,2.5,2280,1880,2,2006,Issaquah,WA 98027,3
3,1.75,2680,1590,1,1974,Issaquah,WA 98027,3
3,2.25,1900,1200,1.5,1905,Seattle,WA 98122,3
3,1.75,1490,1090,2,2008,Seattle,WA 98199,3
4,3.5,2500,1810,2,2008,Redmond,WA 98052,3
5,2,2190,1110,1,1965,Redmond,WA 98052,3
4,2.25,2940,1520,1,1961,Kenmore,WA 98028,3
3,2.25,2080,1530,1,1973,Redmond,WA 98052,3
3,3,1820,1540,3,2006,Seattle,WA 98119,3
4,2.5,2190,1410,1,1979,Kirkland,WA 98033,3
3,1.75,2270,1370,1,1956,Seattle,WA 98177,3
4,2,2090,2090,1,1951,Mercer Island,WA 98040,3
5,2.5,2950,1720,1.5,1918,Seattle,WA 98144,3
5,2.25,2900,1450,1,1985,Bellevue,WA 98006,3
3,1.5,1760,1760,2,1922,Seattle,WA 98102,3
3,2.5,2490,2490,2,1993,Redmond,WA 98053,3
4,3,3550,2180,1.5,1990,Bothell,WA 98011,4
4,2.25,2430,1630,1.5,1928,Seattle,WA 98116,4
3,3.75,2670,2020,2.5,1977,Seattle,WA 98126,4
4,2.5,2890,2890,2,2005,Bellevue,WA 98006,4
5,3.25,3760,2550,2,1984,Bellevue,WA 98006,4
4,1.75,1880,1880,1.5,1924,Seattle,WA 98109,4
3,4.5,3850,3120,2,2013,Redmond,WA 98053,4
4,3.5,3390,2610,2,2014,Seattle,WA 98199,4
3,2.5,3280,1680,1,1970,Seattle,WA 98115,4
6,4.5,3830,3050,3,1919,Seattle,WA 98119,4
3,3.5,4660,3040,2,1909,Seattle,WA 98102,4
2,0.75,660,660,1,1912,Kent,WA 98032,1
4,1.75,2080,1050,1,1966,Auburn,WA 98001,1
4,1,1200,1200,1.5,1923,Seattle,WA 98106,1
3,1.75,1570,1570,1,1960,Burien,WA 98148,1
3,1.75,1770,1770,1,1959,Auburn,WA 98002,1
2,1.5,920,920,2,1995,Seattle,WA 98133,1
4,2.25,2060,1200,1,1962,Federal Way,WA 98023,1
3,1,1020,1020,1,1959,Renton,WA 98056,1
3,1,1740,1020,1,1962,Tukwila,WA 98188,1
4,2.5,1890,1890,2,1997,Auburn,WA 98092,1
5,2.5,2270,2270,2,1995,Auburn,WA 98092,1
2,1,870,870,1,1942,Seattle,WA 98126,1
3,2.5,1520,1520,2,2004,Maple Valley,WA 98038,1
3,1,1440,1440,1,1967,Renton,WA 98055,1
2,1,1190,1190,1,1948,Shoreline,WA 98133,1
4,1.75,2600,1610,1,1969,Kent,WA 98031,2
3,1.75,1830,930,1,1950,Renton,WA 98055,2
8,2.75,2790,1470,1,1977,Shoreline,WA 98133,2
3,1,1390,1390,1.5,1908,Seattle,WA 98115,2
4,2.5,2300,2300,2,2001,Kent,WA 98030,2
4,2.5,2040,2040,2,1999,Burien,WA 98148,2
2,1,860,860,1,1956,Seattle,WA 98117,2
4,2.75,2640,2640,1.5,1963,Kent,WA 98031,2
5,1.75,1840,1360,1,1948,Burien,WA 98166,2
2,1.75,1410,900,1.5,2011,Issaquah,WA 98029,2
4,2.25,2230,1300,1,1963,Shoreline,WA 98133,2
2,2.75,1350,1120,2,2006,Seattle,WA 98136,2
4,2.5,1700,1700,1,1972,Kirkland,WA 98034,2
3,1.5,1400,1400,3,2007,Seattle,WA 98115,2
3,1.5,1810,1030,1,1958,Seattle,WA 98115,2
3,2.5,1930,1300,2,2005,Seattle,WA 98199,2
3,2.5,2250,2250,2,2000,Seattle,WA 98146,2
3,1.75,1530,1530,2,1978,Redmond,WA 98052,2
3,2.5,3316,3316,2,1986,Federal Way,WA 98023,2
2,1.5,1930,1930,2,1989,Bellevue,WA 98007,3
5,3.25,2740,1390,1,1977,Bothell,WA 98011,3
4,3,2590,2590,2,2014,Renton,WA 98059,3
4,2.5,2020,1730,2,1943,Seattle,WA 98199,3
3,2.5,2950,2950,2,2006,Renton,WA 98059,3
4,2.5,2230,1430,1,1969,Redmond,WA 98052,3
3,1.75,1530,1410,1,1955,Seattle,WA 98116,3
5,3,2190,1490,2,1940,Seattle,WA 98117,3
5,2.25,3000,3000,2,1975,Redmond,WA 98052,3
4,2.5,2800,1420,1,1970,Bellevue,WA 98008,3
3,2.5,2610,2610,2,2001,Snoqualmie,WA 98065,3
3,2,2300,1430,1,1955,Bellevue,WA 98004,3
4,2.5,2360,1980,1,1977,Seattle,WA 98126,3
3,2.25,1980,1980,1,1959,Bellevue,WA 98005,3
3,4,2080,2080,3,1997,Seattle,WA 98103,4
4,2.5,3150,3150,2,2002,Kirkland,WA 98033,4
4,4.25,4930,4930,2,2005,Auburn,WA 98092,4
3,2.5,3230,2430,2,1945,Seattle,WA 98117,4
3,2,2470,2470,2,1961,Mercer Island,WA 98040,4
4,2,2490,2490,2,1968,Mercer Island,WA 98040,4
6,2.75,2520,2520,2,1954,Seattle,WA 98146,4
4,2.5,2980,2980,2,1989,Bellevue,WA 98006,4
3,3.25,3620,2730,2,2005,Seattle,WA 98199,4
4,3.5,4370,4370,2,2008,Renton,WA 98059,4
4,5,4110,4110,2,1978,Bellevue,WA 98005,4
4,3.75,5070,5070,2,2000,Redmond,WA 98053,4
4,2.5,3160,3160,2,1995,Kirkland,WA 98033,4
3,2.5,2780,2110,1.5,1969,Sammamish,WA 98075,4
5,2.5,3580,3580,2,2000,Kirkland,WA 98033,4
5,3,3420,2540,2,1952,Mercer Island,WA 98040,4
3,2.5,2320,2320,2,2003,Issaquah,WA 98027,3
3,1.75,1470,1030,1,1984,Seattle,WA 98133,2
3,2.5,1540,1390,3,1995,Seattle,WA 98119,2
4,3,3130,1750,1.5,1953,Seattle,WA 98115,3
4,2.25,2110,2110,2,1972,Mercer Island,WA 98040,3
3,1.75,1480,1480,1,1975,Kirkland,WA 98034,2
2,1.75,1990,1090,1,1952,Seattle,WA 98103,2
2,1,1060,820,1,1981,Renton,WA 98055,1
2,1,1190,1190,1,1910,Issaquah,WA 98027,1
3,1,1100,1100,1,1961,Federal Way,WA 98023,1
3,1.5,1180,1180,1,1968,Auburn,WA 98002,1
3,1,960,960,1,1967,Federal Way,WA 98023,1
3,1,1230,1230,1,1967,Auburn,WA 98002,1
3,1,1390,1390,1,1954,Renton,WA 98056,1
3,1.75,1140,1140,2,2014,Seattle,WA 98108,1
2,1,1500,1190,1,1926,Seattle,WA 98133,1
4,2.25,1995,1995,2,1981,Federal Way,WA 98023,1
3,1,1560,910,1,1948,Shoreline,WA 98155,1
4,2,1700,850,1,1955,Bellevue,WA 98006,1
3,1.75,1940,1940,1.5,1918,Enumclaw,WA 98022,1
3,1.5,1640,1640,2,1908,Seattle,WA 98108,1
3,2.5,1520,1520,2,2004,Maple Valley,WA 98038,1
4,3,2200,2200,1,1960,Renton,WA 98058,1
4,2.5,2090,2090,2,2007,Kent,WA 98031,2
3,1,930,930,1.5,1919,Seattle,WA 98106,2
3,1.75,2220,1270,1,1950,Kenmore,WA 98028,2
3,1,1120,1120,1,1969,Woodinville,WA 98077,2
3,2,2250,2250,1.5,1998,Auburn,WA 98001,2
2,1.5,800,800,1,1951,Seattle,WA 98146,2
3,2.5,1450,1450,2,2004,Snoqualmie,WA 98065,2
3,2.5,2370,2370,2,2014,Maple Valley,WA 98038,2
3,1.5,1800,1800,2,1931,Tukwila,WA 98168,2
4,1.75,1590,1590,2,1960,Shoreline,WA 98133,2
2,1.5,1260,1260,2,2001,Seattle,WA 98144,2
3,2.5,1601,1536,3,2007,Seattle,WA 98125,2
2,1,1190,1190,1,1981,Seattle,WA 98125,2
3,2.5,1920,1920,2,1993,North Bend,WA 98045,2
2,1,1290,1290,1,1906,Seattle,WA 98115,2
3,2.25,1450,1450,2,1989,Sammamish,WA 98074,2
3,2.25,1620,1540,3,2009,Issaquah,WA 98029,2
3,1.75,2220,2220,1,1967,Woodinville,WA 98072,2
3,2,1490,1490,2,1948,Seattle,WA 98117,2
5,1.75,1650,1650,1.5,1902,Seattle,WA 98144,2
2,2,1240,1240,2,1985,Seattle,WA 98117,2
3,2.5,1990,1990,2,1993,Kenmore,WA 98028,2
3,1.75,1480,1480,1,1971,Redmond,WA 98052,2
3,1.5,1740,1640,1.5,1920,Seattle,WA 98117,2
5,2.5,2510,1490,1,1977,Kirkland,WA 98034,2
3,2.25,1680,1130,1,1959,Bellevue,WA 98008,2
4,2.5,2286,2286,2,2002,Renton,WA 98056,2
3,1.75,1880,1880,1,1984,Bellevue,WA 98006,2
3,1,1890,1390,1.5,1901,Seattle,WA 98103,2
3,2.5,1910,1910,2,2014,Issaquah,WA 98029,2
3,2.5,1720,1720,2,2011,Seattle,WA 98133,3
3,2.5,3030,3030,2,2009,Renton,WA 98059,3
3,2.5,1420,1420,3,2014,Seattle,WA 98107,3
6,3.5,3000,1500,1,1979,Seattle,WA 98125,3
3,1.75,1320,870,1,1918,Seattle,WA 98105,3
3,2.25,2590,2590,2,1984,Des Moines,WA 98198,3
3,2.5,2040,2040,2,1987,Redmond,WA 98052,3
4,1,1660,1260,1.5,1930,Seattle,WA 98115,3
2,2,1580,790,1,1910,Seattle,WA 98116,3
3,2,1640,820,1,1924,Seattle,WA 98144,3
4,2.5,2400,2400,2,1990,Sammamish,WA 98074,3
3,2,1860,1860,2,1908,Seattle,WA 98115,3
3,2.75,1830,1690,2,2011,Issaquah,WA 98027,3
4,2,2530,1910,1.5,1910,Seattle,WA 98116,3
4,2.5,2690,2690,2,1985,Sammamish,WA 98074,3
5,2,2800,1400,1,1963,Kirkland,WA 98033,3
6,3,4050,2620,2,1970,Issaquah,WA 98027,3
5,2.5,2860,2860,2,1958,Snoqualmie,WA 98065,3
4,2.75,2330,2330,2,2005,Issaquah,WA 98029,3
3,3.25,2030,2030,2,1980,Redmond,WA 98052,3
