city,number of rooms,security level of the community,residence space,aboveground space ,noise level,building year,total cost
Renton,5,1.75,2330,1180,1.0,1968,350000.0
Kent,3,1.75,2040,2040,1.0,1980,355000.0001
Maple Valley,4,2.5,1890,1890,2.0,1996,355000.0
Kenmore,2,2.25,1330,1330,2.0,1985,355000.0
Maple Valley,4,2.5,3000,3000,2.0,2002,394000.0
Seattle,5,1.0,1170,800,1.0,1944,397000.0
Kent,3,2.5,2570,2570,2.0,1989,399950.0001
Vashon,3,2.0,1400,1400,2.0,1981,410000.0001
Burien,3,1.0,2710,2710,2.0,1950,409999.9999
Renton,3,1.75,2410,1860,1.0,1967,415000.0
Seattle,4,2.25,2300,1380,1.0,1959,416999.9999
Federal Way,3,2.5,2432,2432,2.0,2005,426999.9999
Seattle,2,1.0,1050,850,1.0,1927,430000.0
Seattle,2,1.0,1320,1320,1.0,1953,447000.0
Vashon,4,2.75,2300,1550,1.0,1979,452999.9999
Burien,4,3.0,2530,2530,2.0,2013,459000.0
Issaquah,4,2.5,2110,1290,1.0,1985,460000.0001
Kirkland,4,2.25,2020,1380,1.0,1979,464900.0
Maple Valley,4,2.5,3060,3060,2.0,2012,465000.0
Renton,4,2.5,2990,2990,2.0,1991,469899.9999
Seattle,4,3.0,2370,1650,1.5,1916,471500.0
Seattle,2,1.0,1500,1500,1.0,1902,479999.9999
North Bend,4,2.75,2790,2790,2.0,2014,483453.0
Snoqualmie,3,2.5,2230,2230,2.0,2000,490000.0
Seattle,4,1.0,1440,1440,1.5,1906,500000.0
Seattle,2,1.5,1200,1200,3.0,2008,504199.9999
Seattle,5,1.75,1890,1090,1.5,1906,523460.0
Woodinville,4,1.75,2860,1710,1.0,1978,530000.0001
Auburn,4,3.5,4150,4150,2.0,2006,549999.9999
Renton,4,2.5,2710,2710,2.0,2003,560000.0
Seattle,3,1.75,1960,980,1.0,1939,561499.9999
Seattle,3,3.25,2310,1730,2.0,2005,589500.0
Redmond,4,1.75,2420,1880,1.0,1981,601999.9999
Carnation,4,2.5,2770,2770,2.0,1997,641000.0001
Redmond,5,2.5,2500,1490,1.0,1977,661499.9999
Woodinville,3,2.5,2610,2610,2.0,1988,664999.9999
Seattle,3,2.25,2400,1250,1.5,1939,672500.0001
Redmond,4,2.5,2540,2540,2.0,1987,677099.5652
Sammamish,4,2.75,3190,3190,2.0,1994,687500.0001
Seattle,3,2.5,1660,1400,2.0,2002,700000.0
Redmond,3,2.5,2440,2440,2.0,2003,710000.0
Maple Valley,3,2.5,3580,3580,1.5,1990,725000.0002
Redmond,3,3.0,2630,2630,2.0,2006,738000.0001
Sammamish,4,2.25,3190,2300,2.0,1984,750000.0001
Lake Forest Park,5,2.5,3260,2310,1.5,1950,755000.0002
Kirkland,4,2.75,3610,3610,2.0,2014,981999.9998
Issaquah,4,4.25,4390,3320,2.0,2003,1050000.0
Mercer Island,5,2.75,3650,2750,2.0,1969,1195000.0
Bellevue,4,3.0,3900,2520,1.0,1972,1619999.0
Woodinville,4,4.5,6640,6640,2.0,1993,1820000.0
Maple Valley,2,1.75,1910,1910,2.0,1980,230000.0
Duvall,3,1.0,1040,1040,1.0,1983,234000.0
Shoreline,4,1.0,1370,1370,1.0,1949,300000.0
Maple Valley,3,1.75,1700,1200,1.0,1978,314500.0
Newcastle,3,1.0,1200,1200,1.0,1969,339900.0
Seattle,3,1.5,1500,1140,1.5,1927,470000.0001
Seattle,3,2.5,1700,1160,1.0,1998,474999.9999
Seattle,5,2.5,2670,1620,1.5,1920,585000.0
North Bend,4,2.5,3130,3130,2.0,1994,597999.9999
Bellevue,4,2.5,2190,1430,1.0,1972,699900.0001
Renton,3,1.0,1800,1800,1.0,1957,265000.0001
Seattle,5,2.75,2130,1300,1.0,1991,325000.0
Carnation,3,2.0,1610,1610,1.0,1986,345000.0
Seattle,3,3.5,1360,1240,2.0,2007,397000.0
Kent,4,2.75,2950,2120,1.0,1974,401999.9999
Bellevue,3,2.25,2120,2120,2.0,1964,834999.9998
Burien,2,1.0,930,930,1.0,1942,100000.0
Redmond,2,1.0,1200,1200,2.0,1976,170000.0
Snoqualmie,2,1.0,900,900,1.0,1928,235000.0
Kenmore,2,1.5,1068,1068,2.0,1990,243000.0
Kent,3,2.75,1300,860,1.0,1996,245000.0
Des Moines,3,2.0,1440,1440,1.0,1965,250000.0
Seattle,2,1.0,1320,940,1.0,1919,255000.0
Maple Valley,3,1.75,1410,1410,2.0,1985,263000.0
Seattle,2,2.0,1860,1260,1.0,1952,265000.0
Burien,3,2.5,1760,1760,1.5,1937,289950.0
Shoreline,2,1.0,960,960,1.0,1947,300000.0
Seattle,3,1.0,1010,1010,1.0,1954,308000.0
Kent,3,2.25,2310,2310,2.0,1990,327499.9999
Kent,4,2.5,2340,2340,2.0,1997,330000.0
Covington,4,2.5,2230,2230,2.0,2002,337000.0
Maple Valley,4,2.5,2280,2280,2.0,2006,345000.0
Seattle,2,1.0,970,970,1.0,1932,345000.0
Shoreline,3,1.0,960,960,1.0,1958,349810.0
Auburn,4,2.75,2140,2140,2.0,1993,359500.0
Shoreline,3,1.0,1320,1320,1.0,1982,370000.0
Tukwila,4,2.5,2700,2700,2.0,2001,383962.0
Kirkland,3,1.75,1300,1300,1.0,1968,385000.0
Maple Valley,4,2.5,2570,2570,2.0,1992,397500.0
Seattle,2,1.0,870,870,1.0,1947,406500.0
Seattle,5,3.25,2820,2320,1.5,1906,408000.0
Redmond,2,1.75,1510,1510,1.0,2006,419000.0
Seattle,2,2.0,1090,1090,3.0,2008,427500.0
Seattle,3,2.25,1370,1370,3.0,2005,433111.1111
Seattle,4,2.0,1880,970,1.0,1904,435000.0
Renton,4,2.5,2290,2290,2.0,1988,436500.0
Renton,3,2.5,3180,1810,1.0,2006,438999.9999
Lake Forest Park,4,2.25,2070,1470,1.0,1977,445800.0
Maple Valley,4,2.5,2960,2960,2.0,2005,449000.0
Seattle,3,2.5,1220,1010,2.0,2008,457000.0
Kirkland,3,1.75,3600,2400,2.0,1948,461000.0001
Kenmore,4,3.0,2440,1890,2.0,1981,480000.0
Seattle,4,3.0,2330,1920,2.0,2003,490000.0
Issaquah,3,2.25,1470,1470,2.0,1985,491500.0
Seattle,3,2.25,2090,1440,1.0,1958,491950.0
Shoreline,4,1.75,2120,1640,1.0,1967,492650.0001
Renton,4,3.0,3720,3720,3.0,1979,500000.0
Kenmore,3,2.5,2600,2600,2.0,2003,515000.0
Sammamish,4,2.25,1980,1980,2.0,1981,530000.0
Seattle,3,1.0,1580,1180,1.0,1925,535000.0
Mercer Island,5,2.75,2520,1570,1.0,1960,542500.0
Seattle,3,2.5,1460,1180,2.0,2007,544000.0
Renton,4,1.5,2750,1500,1.0,1958,550000.0003
Redmond,3,2.25,1720,1220,1.0,1967,550000.0001
Lake Forest Park,3,2.25,2070,2070,1.5,1955,560000.0001
Bellevue,3,2.0,1890,1470,1.0,1949,570000.0
Kirkland,3,2.5,3350,2550,2.0,2005,634999.9999
Seattle,4,2.25,2500,1520,1.5,1940,669500.0
Seattle,5,3.0,2870,1950,1.0,1964,764999.9999
Redmond,4,2.5,3500,3500,2.0,2005,780000.0
Seattle,3,2.5,2650,1830,2.0,1920,849999.9999
Seattle,4,2.75,3220,2320,1.5,1931,880000.0001
Redmond,4,2.5,3560,3560,3.0,2014,882566.0001
Issaquah,4,2.5,3670,3670,2.5,2007,950000.0
Kirkland,4,3.25,3530,3530,2.0,2007,962999.9998
Kirkland,4,2.75,3330,3330,2.0,1995,1095000.0
Seattle,3,3.0,3790,2810,2.0,1989,1165000.0
Mercer Island,5,3.25,4390,4390,2.0,2007,1510000.0
Mercer Island,5,3.5,5000,3410,2.0,2008,1730000.0
Seattle,5,4.25,4830,3710,2.5,1914,1925000.0
Seattle,2,1.0,820,820,1.0,1937,102500.0
Enumclaw,3,1.0,1200,1200,1.0,1959,165050.0
Pacific,2,1.0,900,900,1.0,1979,174000.0
Seattle,1,1.0,590,590,1.0,1926,202000.0
Covington,3,1.75,1170,1170,1.0,1981,205000.0
Federal Way,3,1.75,1400,1400,1.0,1984,217500.0
Covington,3,1.5,1620,1620,1.0,1967,219950.0
Auburn,3,2.0,1770,1770,1.0,1986,240999.9999
Seattle,3,2.0,1190,1190,1.5,1907,245000.0
Bellevue,3,1.0,950,950,1.0,1954,248000.0
Kent,3,2.25,1920,1300,1.0,1961,260000.0
Shoreline,2,1.0,770,770,1.0,1948,260000.0001
Kent,4,2.5,1970,1970,2.0,1987,274900.0
Renton,3,1.0,1090,1090,1.0,1962,280000.0
Auburn,4,2.5,2303,2303,2.0,2006,300000.0
Federal Way,3,2.75,2090,1340,1.0,1987,300000.0
Duvall,3,2.25,1660,1660,2.0,2001,300000.0
North Bend,3,1.0,1150,1150,1.5,1927,307000.0
Federal Way,3,2.0,2050,2050,1.0,1993,314500.0
Maple Valley,4,2.5,1830,1830,2.0,2003,321000.0
Kent,4,1.75,2550,1300,1.0,1978,328950.0
Seattle,3,2.5,1680,1080,1.0,1959,330000.0001
Seattle,2,2.5,1050,950,2.0,2007,332888.0
Seattle,3,2.25,1460,1460,3.0,2006,337000.0
Seattle,2,1.0,1080,1080,1.0,1955,345000.0
Seattle,3,2.0,1270,1270,1.0,1963,349500.0
Maple Valley,3,3.5,2080,2080,2.0,2004,357500.0
Bothell,4,2.5,2590,2590,2.0,1991,368112.5
Seattle,2,1.0,860,860,1.0,1952,370000.0
Kent,3,1.75,2530,1800,1.0,1977,375000.0
Issaquah,3,1.75,1040,1040,1.0,1967,382500.0
Des Moines,5,2.25,3740,2240,1.5,1958,391999.9999
Auburn,4,2.5,2701,2701,2.0,2014,399895.0
Sammamish,3,2.0,1240,1000,1.0,1984,401000.0
Seattle,4,1.0,1580,1580,1.5,1928,406000.0
Maple Valley,4,2.5,2530,2530,2.0,2014,417838.0
Redmond,3,1.5,1300,1300,1.0,1964,425000.0001
Snoqualmie,3,2.5,1950,1950,2.0,2009,425000.0001
Renton,4,2.5,2300,2300,2.0,2001,431000.0001
Seattle,4,1.5,1550,1180,1.0,1963,433000.0
Duvall,3,2.5,2530,2530,2.0,1993,435000.0
Kent,4,2.5,2280,2280,2.0,1994,445000.0
Kenmore,3,1.75,1400,1400,1.0,1963,449999.9999
Seattle,2,1.0,1250,850,1.0,1929,459500.0
Seattle,3,2.5,1450,940,2.0,2008,460000.0
Seattle,4,3.0,2890,1590,1.0,1945,476000.0001
Issaquah,3,2.25,1640,1640,2.0,1994,478000.0
Sammamish,3,2.25,1710,1710,2.0,1989,481999.9999
Redmond,3,2.25,2440,2090,2.0,1991,485000.0002
Seattle,4,1.75,1430,1430,2.0,1900,485000.0
North Bend,4,2.75,2910,2910,2.0,2013,499990.0
Issaquah,5,3.25,3130,2180,2.0,1975,500000.0
Woodinville,3,2.25,1600,1600,2.0,1983,502000.0
Bellevue,4,2.75,2200,1100,1.0,1962,505000.0
Redmond,3,1.75,1990,1190,1.0,1977,507500.0
Black Diamond,3,1.75,1750,1750,2.0,1934,510000.0
Kenmore,3,2.5,2010,2010,2.0,1994,515000.0001
Enumclaw,3,2.5,3660,3260,2.0,1989,530000.0001
Seattle,4,1.75,1420,1420,1.5,1945,534999.9999
Sammamish,3,1.75,2050,1400,1.0,1984,540000.0
Redmond,4,2.5,2180,1180,1.0,1968,540000.0001
Newcastle,4,2.5,2440,2440,2.0,1994,548000.0
Seattle,3,2.5,1530,1010,1.5,1928,558653.8462
Seattle,4,1.0,1410,1410,1.5,1911,563000.0
Bellevue,3,2.5,2200,2200,2.0,1978,580000.0001
Seattle,4,1.0,1630,1630,1.5,1921,581000.0
Seattle,3,2.0,1410,910,1.0,1947,590000.0
Seattle,5,2.25,2980,1580,1.0,1960,600000.0
Bothell,2,2.5,2510,2510,2.0,1990,600000.0
Seattle,4,1.75,1700,1700,1.0,1957,615999.9999
Seattle,4,3.0,2130,1440,1.0,1948,620000.0
Issaquah,3,2.5,2390,2220,2.0,2008,629799.9999
Black Diamond,4,2.5,3350,3350,2.0,2004,650000.0001
Redmond,3,2.0,2570,1970,1.0,1983,660000.0
Sammamish,4,2.5,1820,1820,2.0,1987,673476.8182
Seattle,4,2.5,2600,2600,2.0,1962,691499.9999
Woodinville,3,2.5,2620,2620,2.0,1998,695000.0
Seattle,3,2.0,2500,1680,1.5,1922,695000.0001
Redmond,3,2.5,2375,2375,2.0,2002,712000.0
Seattle,3,1.75,1860,1860,2.0,1959,725000.0001
Bellevue,4,2.5,2840,1780,1.0,1977,729032.0001
Sammamish,5,2.5,3290,3290,2.0,2004,739900.0001
Bellevue,4,2.25,2500,2500,2.0,1987,808000.0001
Bellevue,3,2.25,2880,2880,2.0,1989,819999.9999
Redmond,4,2.75,3990,3990,2.0,2003,824999.9999
Issaquah,4,3.25,4350,2200,1.0,2006,850000.0
Sammamish,5,3.5,3840,3840,2.0,2001,874999.9999
Redmond,4,3.5,4080,4080,2.0,2005,920000.0001
Snoqualmie,5,5.5,5190,5190,2.0,2001,925000.0001
Seattle,4,1.5,2550,2550,2.0,1910,952499.9999
Kirkland,4,3.5,3770,3770,2.0,2008,1020000.0
Sammamish,4,2.5,4570,4570,2.0,1990,1060000.0
Seattle,3,2.75,3890,3260,2.0,1967,1080000.0
Seattle,5,3.25,3350,2510,2.0,1997,1110000.0
Kirkland,4,2.5,3340,3340,2.0,1996,1150000.0
Seattle,4,3.5,3400,2790,2.5,2008,1198000.0
Seattle,4,3.5,4270,3170,2.0,1937,1356925.0
Burien,2,1.0,1050,1050,1.5,1964,168333.3333
Des Moines,4,2.5,1780,1780,2.0,1991,175000.0
Seattle,5,1.0,1590,1090,1.5,1942,185000.0001
Kent,3,2.0,1110,1110,1.0,1991,223000.0
Seattle,3,3.0,2470,1860,2.0,1977,244999.9999
Burien,3,2.25,1920,1520,1.0,1965,250000.0
Kent,3,1.75,1200,1200,1.0,1984,250000.0
Kent,2,1.0,1310,940,1.0,1980,253000.0
Seattle,4,2.0,2430,1430,1.0,1960,254999.9999
Auburn,4,2.25,1680,1680,2.0,2002,255000.0001
Des Moines,4,2.5,2050,2050,2.0,2002,256000.0
Kent,4,2.0,1620,1620,2.0,1975,260000.0
Seattle,5,1.0,1870,1580,1.0,1962,262000.0
Shoreline,4,3.0,1940,1940,1.0,1948,265000.0
Seattle,2,1.5,800,800,2.0,2008,265050.0
Kent,4,2.5,1954,1954,2.0,2005,268971.875
Maple Valley,3,2.25,1450,1450,2.0,2010,274500.0
Maple Valley,3,2.25,1520,1520,2.0,1992,275250.0
Shoreline,2,1.0,1010,1010,1.0,1947,300000.0
Tukwila,2,1.0,2160,1360,1.0,1968,305000.0001
Renton,3,1.0,1580,1010,1.0,1962,305000.0
Auburn,3,2.5,2242,2242,2.0,2014,309780.0
Seattle,2,1.0,700,700,1.0,1918,310000.0
Seattle,2,1.75,1530,830,1.0,1916,318000.0
Maple Valley,4,2.5,2120,2120,2.0,2002,329950.0
Kent,4,2.5,2105,2105,2.0,2003,330000.0
Kent,3,2.5,2390,1840,1.0,1984,339950.0
Kent,5,2.5,2450,2450,2.0,2002,345000.0001
Shoreline,3,1.75,1730,1730,1.5,1954,354999.9999
Seattle,4,1.75,2400,1500,1.5,1927,389000.0001
Kent,4,2.5,3002,3002,2.0,2004,394500.0
Bothell,3,2.5,1900,1900,2.0,1993,435000.0
Kirkland,3,2.0,1660,1260,1.0,1983,452999.9999
North Bend,4,2.75,2620,2620,2.0,2013,475000.0001
Seattle,4,2.0,2100,1050,1.0,1962,475000.0
Shoreline,4,2.5,2040,2040,2.0,1963,475000.0
Kirkland,4,2.5,1850,1850,2.0,1981,475000.0
Snoqualmie,5,2.5,2160,2160,2.0,1998,479999.9999
Seattle,3,2.0,1470,1470,1.0,1956,480000.0
Kirkland,3,2.25,1550,1550,2.0,1987,481015.0
Issaquah,4,2.5,1540,1540,2.0,2014,484998.0001
SeaTac,3,3.0,3700,3700,2.0,1982,488999.9999
Seattle,3,1.75,1540,770,1.0,1920,512031.0
Normandy Park,5,2.25,2570,1470,1.0,1950,519000.0
Woodinville,3,1.75,2330,1390,1.0,1983,535000.0
Seattle,4,2.75,2160,1430,1.0,1987,550000.0
Seattle,4,2.0,1660,1660,1.5,1922,550607.1429
Bellevue,3,2.5,1840,1840,1.0,1978,551999.9999
Issaquah,3,2.5,2280,1880,2.0,2006,567500.0001
Issaquah,3,1.75,2680,1590,1.0,1974,575000.0
Seattle,3,2.25,1900,1200,1.5,1905,580000.0
Seattle,3,1.75,1490,1090,2.0,2008,583999.9999
Redmond,4,3.5,2500,1810,2.0,2008,599950.0
Redmond,5,2.0,2190,1110,1.0,1965,600000.0
Kenmore,4,2.25,2940,1520,1.0,1961,605000.0001
Redmond,3,2.25,2080,1530,1.0,1973,604999.9999
Seattle,3,3.0,1820,1540,3.0,2006,625000.0001
Kirkland,4,2.5,2190,1410,1.0,1979,630000.0
Seattle,3,1.75,2270,1370,1.0,1956,645000.0
Mercer Island,4,2.0,2090,2090,1.0,1951,659000.0
Seattle,5,2.5,2950,1720,1.5,1918,660500.0
Bellevue,5,2.25,2900,1450,1.0,1985,675000.0001
Seattle,3,1.5,1760,1760,2.0,1922,690000.0
Redmond,3,2.5,2490,2490,2.0,1993,699999.9999
Bothell,4,3.0,3550,2180,1.5,1990,719999.9998
Seattle,4,2.25,2430,1630,1.5,1928,723000.0
Seattle,3,3.75,2670,2020,2.5,1977,732000.0001
Bellevue,4,2.5,2890,2890,2.0,2005,795000.0
Bellevue,5,3.25,3760,2550,2.0,1984,851000.0001
Seattle,4,1.75,1880,1880,1.5,1924,859999.9999
Redmond,3,4.5,3850,3120,2.0,2013,914999.9998
Seattle,4,3.5,3390,2610,2.0,2014,1054690.0
Seattle,3,2.5,3280,1680,1.0,1970,1075000.0
Seattle,6,4.5,3830,3050,3.0,1919,1288333.333
Seattle,3,3.5,4660,3040,2.0,1909,2147500.0
Kent,2,0.75,660,660,1.0,1912,100000.0
Auburn,4,1.75,2080,1050,1.0,1966,198000.0
Seattle,4,1.0,1200,1200,1.5,1923,220000.0
Burien,3,1.75,1570,1570,1.0,1960,240000.0
Auburn,3,1.75,1770,1770,1.0,1959,250000.0
Seattle,2,1.5,920,920,2.0,1995,255000.0
Federal Way,4,2.25,2060,1200,1.0,1962,264500.0
Renton,3,1.0,1020,1020,1.0,1959,265000.0
Tukwila,3,1.0,1740,1020,1.0,1962,267000.0
Auburn,4,2.5,1890,1890,2.0,1997,280500.0
Auburn,5,2.5,2270,2270,2.0,1995,285000.0001
Seattle,2,1.0,870,870,1.0,1942,287919.7826
Maple Valley,3,2.5,1520,1520,2.0,2004,288000.0
Renton,3,1.0,1440,1440,1.0,1967,290000.0
Shoreline,2,1.0,1190,1190,1.0,1948,295950.0
Kent,4,1.75,2600,1610,1.0,1969,304900.0
Renton,3,1.75,1830,930,1.0,1950,312500.0
Shoreline,8,2.75,2790,1470,1.0,1977,339999.9999
Seattle,3,1.0,1390,1390,1.5,1908,341000.0
Kent,4,2.5,2300,2300,2.0,2001,342000.0
Burien,4,2.5,2040,2040,2.0,1999,345000.0
Seattle,2,1.0,860,860,1.0,1956,370000.0001
Kent,4,2.75,2640,2640,1.5,1963,394999.9999
Burien,5,1.75,1840,1360,1.0,1948,395000.0
Issaquah,2,1.75,1410,900,1.5,2011,399900.0
Shoreline,4,2.25,2230,1300,1.0,1963,400000.0
Seattle,2,2.75,1350,1120,2.0,2006,405500.0
Kirkland,4,2.5,1700,1700,1.0,1972,410000.0001
Seattle,3,1.5,1400,1400,3.0,2007,425000.0
Seattle,3,1.5,1810,1030,1.0,1958,429999.9999
Seattle,3,2.5,1930,1300,2.0,2005,439990.0
Seattle,3,2.5,2250,2250,2.0,2000,445838.0001
Redmond,3,1.75,1530,1530,2.0,1978,474000.0
Federal Way,3,2.5,3316,3316,2.0,1986,490600.0
Bellevue,2,1.5,1930,1930,2.0,1989,509000.0
Bothell,5,3.25,2740,1390,1.0,1977,515000.0001
Renton,4,3.0,2590,2590,2.0,2014,519995.0
Seattle,4,2.5,2020,1730,2.0,1943,554729.0001
Renton,3,2.5,2950,2950,2.0,2006,554950.0001
Redmond,4,2.5,2230,1430,1.0,1969,565000.0001
Seattle,3,1.75,1530,1410,1.0,1955,575000.0
Seattle,5,3.0,2190,1490,2.0,1940,588000.0
Redmond,5,2.25,3000,3000,2.0,1975,600000.0001
Bellevue,4,2.5,2800,1420,1.0,1970,605000.0
Snoqualmie,3,2.5,2610,2610,2.0,2001,604999.9999
Bellevue,3,2.0,2300,1430,1.0,1955,609999.9999
Seattle,4,2.5,2360,1980,1.0,1977,633000.0
Bellevue,3,2.25,1980,1980,1.0,1959,640000.0
Seattle,3,4.0,2080,2080,3.0,1997,715000.0001
Kirkland,4,2.5,3150,3150,2.0,2002,814999.9999
Auburn,4,4.25,4930,4930,2.0,2005,835000.0
Seattle,3,2.5,3230,2430,2.0,1945,850000.0001
Mercer Island,3,2.0,2470,2470,2.0,1961,850000.0
Mercer Island,4,2.0,2490,2490,2.0,1968,939999.9999
Seattle,6,2.75,2520,2520,2.0,1954,975000.0002
Bellevue,4,2.5,2980,2980,2.0,1989,1012000.0
Seattle,3,3.25,3620,2730,2.0,2005,1015000.0
Renton,4,3.5,4370,4370,2.0,2008,1025000.0
Bellevue,4,5.0,4110,4110,2.0,1978,1042031.0
Redmond,4,3.75,5070,5070,2.0,2000,1100000.0
Kirkland,4,2.5,3160,3160,2.0,1995,1127000.0
Sammamish,3,2.5,2780,2110,1.5,1969,1140000.0
Kirkland,5,2.5,3580,3580,2.0,2000,1150000.0
Mercer Island,5,3.0,3420,2540,2.0,1952,1195000.0
Issaquah,3,2.5,2320,2320,2.0,2003,600000.0
Seattle,3,1.75,1470,1030,1.0,1984,459500.0
Seattle,3,2.5,1540,1390,3.0,1995,499000.0
Seattle,4,3.0,3130,1750,1.5,1953,671000.0
Mercer Island,4,2.25,2110,2110,2.0,1972,672500.0
Kirkland,3,1.75,1480,1480,1.0,1975,395000.0
Seattle,2,1.75,1990,1090,1.0,1952,454790.0
Renton,2,1.0,1060,820,1.0,1981,170500.0
Issaquah,2,1.0,1190,1190,1.0,1910,195000.0001
Federal Way,3,1.0,1100,1100,1.0,1961,199990.0
Auburn,3,1.5,1180,1180,1.0,1968,209950.0001
Federal Way,3,1.0,960,960,1.0,1967,215000.0
Auburn,3,1.0,1230,1230,1.0,1967,229500.0
Renton,3,1.0,1390,1390,1.0,1954,230000.0
Seattle,3,1.75,1140,1140,2.0,2014,230000.0
Seattle,2,1.0,1500,1190,1.0,1926,245000.0
Federal Way,4,2.25,1995,1995,2.0,1981,266000.0
Shoreline,3,1.0,1560,910,1.0,1948,282508.8888
Bellevue,4,2.0,1700,850,1.0,1955,282766.6667
Enumclaw,3,1.75,1940,1940,1.5,1918,295000.0001
Seattle,3,1.5,1640,1640,2.0,1908,295000.0
Maple Valley,3,2.5,1520,1520,2.0,2004,296475.0
Renton,4,3.0,2200,2200,1.0,1960,299999.9999
Kent,4,2.5,2090,2090,2.0,2007,300000.0
Seattle,3,1.0,930,930,1.5,1919,300000.0
Kenmore,3,1.75,2220,1270,1.0,1950,320000.0001
Woodinville,3,1.0,1120,1120,1.0,1969,320000.0
Auburn,3,2.0,2250,2250,1.5,1998,328000.0
Seattle,2,1.5,800,800,1.0,1951,335950.0
Snoqualmie,3,2.5,1450,1450,2.0,2004,339000.0
Maple Valley,3,2.5,2370,2370,2.0,2014,351999.0
Tukwila,3,1.5,1800,1800,2.0,1931,360000.0001
Shoreline,4,1.75,1590,1590,2.0,1960,373000.0
Seattle,2,1.5,1260,1260,2.0,2001,374000.0
Seattle,3,2.5,1601,1536,3.0,2007,378000.0001
Seattle,2,1.0,1190,1190,1.0,1981,382500.0
North Bend,3,2.5,1920,1920,2.0,1993,391500.0
Seattle,2,1.0,1290,1290,1.0,1906,406062.5
Sammamish,3,2.25,1450,1450,2.0,1989,410000.0
Issaquah,3,2.25,1620,1540,3.0,2009,430277.7778
Woodinville,3,1.75,2220,2220,1.0,1967,437000.0
Seattle,3,2.0,1490,1490,2.0,1948,437500.0
Seattle,5,1.75,1650,1650,1.5,1902,443000.0
Seattle,2,2.0,1240,1240,2.0,1985,444999.9999
Kenmore,3,2.5,1990,1990,2.0,1993,450000.0
Redmond,3,1.75,1480,1480,1.0,1971,450000.0
Seattle,3,1.5,1740,1640,1.5,1920,473200.0001
Kirkland,5,2.5,2510,1490,1.0,1977,475000.0001
Bellevue,3,2.25,1680,1130,1.0,1959,480000.0
Renton,4,2.5,2286,2286,2.0,2002,480999.9999
Bellevue,3,1.75,1880,1880,1.0,1984,486445.8334
Seattle,3,1.0,1890,1390,1.5,1901,486895.0
Issaquah,3,2.5,1910,1910,2.0,2014,494814.9999
Seattle,3,2.5,1720,1720,2.0,2011,500000.0
Renton,3,2.5,3030,3030,2.0,2009,509899.9999
Seattle,3,2.5,1420,1420,3.0,2014,510000.0001
Seattle,6,3.5,3000,1500,1.0,1979,526999.9999
Seattle,3,1.75,1320,870,1.0,1918,530000.0001
Des Moines,3,2.25,2590,2590,2.0,1984,538250.0
Redmond,3,2.5,2040,2040,2.0,1987,542500.0
Seattle,4,1.0,1660,1260,1.5,1930,548799.9999
Seattle,2,2.0,1580,790,1.0,1910,558000.0
Seattle,3,2.0,1640,820,1.0,1924,570000.0
Sammamish,4,2.5,2400,2400,2.0,1990,575000.0001
Seattle,3,2.0,1860,1860,2.0,1908,588000.0
Issaquah,3,2.75,1830,1690,2.0,2011,593000.0
Seattle,4,2.0,2530,1910,1.5,1910,631500.0
Sammamish,4,2.5,2690,2690,2.0,1985,644999.9999
Kirkland,5,2.0,2800,1400,1.0,1963,665000.0
Issaquah,6,3.0,4050,2620,2.0,1970,670000.0
Snoqualmie,5,2.5,2860,2860,2.0,1958,669999.9999
Issaquah,4,2.75,2330,2330,2.0,2005,679999.9999
Redmond,3,3.25,2030,2030,2.0,1980,685000.0001
Kenmore,4,2.25,2350,2350,2.0,1977,747499.9998
Seattle,4,2.0,2600,1400,1.0,1953,779999.9999
Mercer Island,3,2.75,2760,1690,1.0,1967,821000.0
Redmond,5,2.75,3595,3595,2.0,2014,861989.9999
Redmond,4,3.25,3990,3990,2.0,2004,865999.9999
Sammamish,4,3.0,3040,2680,1.5,1923,870000.0
Redmond,3,2.5,3540,3540,2.0,1989,888550.0
Bellevue,3,2.5,3870,3870,2.0,1997,1275000.0
Redmond,4,3.0,5430,5430,2.0,1987,1360000.0
Seattle,4,3.25,3770,2710,2.0,1925,1450000.0
Seattle,2,1.0,630,630,1.0,1930,148000.0
Auburn,3,1.0,1400,1400,1.0,1968,148226.0
SeaTac,3,1.0,1350,1350,1.5,1942,160000.0
Seattle,1,1.0,850,850,1.0,1906,165000.0
Federal Way,3,1.0,1040,800,1.0,1958,182805.0
Federal Way,3,1.0,910,910,1.0,1968,190000.0
Seattle,3,1.0,1320,1320,1.5,1912,201500.0
Federal Way,3,1.0,1180,1180,1.0,1967,205000.0
Seattle,3,2.0,960,960,1.0,1949,210000.0
Seattle,3,1.0,1070,1070,1.0,1949,210000.0
Federal Way,3,1.75,1200,1200,1.0,1968,228949.9999
Shoreline,2,1.0,770,770,1.0,1948,229629.5
Auburn,3,1.5,1460,1460,1.0,1966,232000.0
Seattle,2,1.0,1020,1020,1.0,1939,235000.0
Federal Way,5,2.5,2340,1670,1.0,1967,235500.0
Kent,3,2.5,1600,1600,2.0,1992,245000.0
Kirkland,2,1.5,1090,1090,2.0,1982,248999.9999
Milton,3,1.75,1140,1140,1.0,1983,249999.9999
Federal Way,4,2.5,2530,2530,2.0,1993,252979.9999
Black Diamond,3,1.75,1550,1050,1.0,1976,255000.0001
Seattle,3,1.0,1400,1400,1.5,1944,267000.0
