number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,total cost
3,1.75,1500,11968,1,0,0,3,1500,0,2014,0,Black Diamond,WA 98010,7.587519713,224000
3,2,1700,11475,1,0,0,5,970,730,1945,0,Burien,WA 98146,7.54716005,225000.0001
2,1.75,1590,11276,1,0,0,4,1590,0,1972,0,Auburn,WA 98002,6.70621227,225500
3,1,1060,9946,1,0,0,4,1060,0,1956,0,SeaTac,WA 98188,6.270282963,230000
4,2,1330,5926,1,0,0,4,1330,0,1942,1982,Renton,WA 98056,7.363190575,235867
4,1,1200,2171,1.5,0,0,3,1200,0,1933,0,Seattle,WA 98133,6.726769916,240000
3,1,1140,27760,1,0,0,4,1140,0,1981,0,Issaquah,WA 98027,6.411050449,243800
3,1,1750,7800,1,0,0,4,1150,600,1956,0,Burien,WA 98166,6.70808735,251555.5556
3,2,1900,8002,1,0,0,3,1900,0,1991,0,Federal Way,WA 98023,6.170996123,252500
4,1,1230,7410,1.5,0,0,3,1230,0,1944,0,Burien,WA 98166,7.491590418,252750
3,1,1640,12384,1,0,0,4,1090,550,1954,1979,Federal Way,WA 98003,7.03541283,253500
5,2,2080,16117,1,0,0,5,1740,340,1959,0,Auburn,WA 98001,6.126241439,254000.0001
3,2,1470,20000,1,0,0,4,1470,0,1968,0,Auburn,WA 98092,7.1902941,254599.9999
2,1,930,7740,1,0,0,3,930,0,1924,2011,Seattle,WA 98125,6.719831328,258125
3,2.5,1630,7700,1,0,0,3,1120,510,1978,0,Kent,WA 98031,7.503599461,264269.9999
3,2.5,1650,6684,2,0,0,3,1650,0,1991,0,Kent,WA 98031,6.774028813,268000
4,2.25,2600,9900,1,0,0,3,1600,1000,1965,1993,Seattle,WA 98178,7.059290379,270000
3,1.75,1580,6620,1,0,0,3,1580,0,1988,2000,Federal Way,WA 98003,6.801543431,279899.9999
4,2.25,2070,7350,2,0,0,4,2070,0,1977,0,Kent,WA 98032,7.100599988,280927
2,1,1010,7200,1,0,0,3,1010,0,1975,0,Lake Forest Park,WA 98155,6.49696374,284999.9999
4,2.25,2260,7200,2,0,0,4,2260,0,1984,0,Kent,WA 98031,6.902274062,289659
3,1.75,1570,15330,1,0,0,3,1080,490,1956,2001,Burien,WA 98166,6.601520892,289987.5
3,2.25,1780,10395,1,0,0,3,1780,0,1967,2011,Renton,WA 98058,6.535684933,300000.0001
4,1.75,1530,17664,1.5,0,0,3,1530,0,1968,1997,Renton,WA 98058,6.307364179,302000
4,2.5,2430,5499,2,0,0,3,2430,0,2002,0,Covington,WA 98042,6.848452702,310000
4,2.5,1940,10200,1,0,0,4,1140,800,1977,0,Kent,WA 98042,7.646849412,315000
3,2,1550,34175,1.5,0,0,3,1550,0,1999,0,North Bend,WA 98045,7.922678905,320000
2,1,950,5316,1,0,2,3,950,0,1948,1994,Seattle,WA 98126,6.281452162,320000
4,3,1930,3031,1,0,0,3,1200,730,2006,0,Duvall,WA 98019,7.507660474,330675.0001
3,2.5,1769,7324,2,0,0,3,1769,0,2012,1912,Auburn,WA 98092,6.327535236,334887.9999
2,1,950,7954,1,0,0,4,950,0,1941,1998,Seattle,WA 98108,7.290376802,339000
3,2.25,1780,16290,2,0,0,4,1780,0,1987,0,Renton,WA 98058,6.24272486,350000
4,2.5,2580,5476,2,0,0,3,2580,0,2005,0,Kent,WA 98031,6.939947197,354000
4,2.75,2530,7350,1,0,0,5,1280,1250,1977,0,Federal Way,WA 98023,7.108816086,354950
3,1.5,1400,8840,1,0,0,4,1400,0,1952,0,Seattle,WA 98125,6.959122686,357250
3,1.5,2450,12497,1,0,0,4,2450,0,1967,0,Snoqualmie,WA 98065,6.578544955,358000
5,1.75,1940,6654,1.5,0,0,4,1940,0,1953,1983,Burien,WA 98166,7.426030761,359000.0001
5,2,2280,19000,1.5,0,0,3,2280,0,1924,2011,Burien,WA 98166,6.428344667,365000
3,1.5,2380,14500,1,0,0,4,1850,530,1961,2001,Kenmore,WA 98028,6.456990503,370000.0001
4,2.5,3200,22651,1,0,0,5,1610,1590,1970,0,Kent,WA 98031,7.063384481,385000.0001
3,3.25,1370,913,2,0,0,3,1100,270,2006,0,Seattle,WA 98116,6.891741688,390000
4,3,3060,5000,2,0,0,3,3060,0,2001,0,Covington,WA 98042,6.100858919,398999.9999
4,2.5,2220,4652,2,0,0,3,2220,0,2001,0,Renton,WA 98059,7.35890617,405000
4,2.75,4230,31747,2,0,0,4,4230,0,1985,0,Woodinville,WA 98072,7.310868639,405124.9999
3,2.5,2490,4540,2.5,0,0,3,2490,0,2012,1912,Renton,WA 98059,6.973717408,414000
3,1,1170,6700,1,0,0,3,1170,0,1957,2000,Seattle,WA 98125,6.679633405,415000
3,2.5,2370,5353,2,0,0,3,2370,0,2009,0,Duvall,WA 98019,6.453600035,429900
4,2.75,2110,8751,1,0,0,3,1510,600,1962,2003,Bothell,WA 98011,7.306495534,435000
4,2.5,2250,7526,2,0,0,3,2250,0,1989,0,Renton,WA 98059,6.972969879,440000
3,1.5,2120,6290,1,0,0,4,1220,900,1949,1985,Seattle,WA 98108,7.409498438,440000
4,2.5,2160,7826,1,0,0,4,1390,770,1976,1992,Lake Forest Park,WA 98155,7.205645915,440000
4,1.5,1770,5750,2,0,0,3,1770,0,1947,2012,Seattle,WA 98116,7.957485321,440000
2,1.5,1370,1221,2,0,0,3,1080,290,2008,0,Seattle,WA 98122,6.32031676,446000
3,1.5,1530,23660,1,0,0,3,1530,0,1952,2008,Lake Forest Park,WA 98155,7.274601288,450000
5,2.75,2830,8925,1.5,0,0,3,2830,0,1967,2011,Kirkland,WA 98034,6.22596381,451000
4,2.5,2550,19017,1,0,0,4,1300,1250,1961,2001,Lake Forest Park,WA 98155,7.027611326,460000
3,2.5,1730,8490,1,0,0,3,1210,520,1969,2010,Kirkland,WA 98034,7.587703605,460000
2,1.75,1240,6417,1,0,0,5,1240,0,1924,1956,Seattle,WA 98126,6.83074191,471000
3,1.75,1520,11085,1,0,0,3,1520,0,1983,2009,Sammamish,WA 98074,7.211239215,475580
3,1.75,1440,11787,1,0,0,3,1440,0,1983,2009,Sammamish,WA 98074,7.28114877,495000
3,3.5,1590,1102,3,0,0,3,1590,0,2010,0,Seattle,WA 98103,6.71080468,518500
4,2.75,3030,6625,2,0,0,3,3030,0,2011,0,Renton,WA 98059,6.180164902,525000
3,2,2330,26571,2.5,0,0,3,2330,0,1987,2000,Bellevue,WA 98005,7.951079339,529999.9999
3,3,2410,7479,2,0,2,3,2410,0,1942,1988,Lake Forest Park,WA 98155,6.394713625,537000
5,3,3640,6930,2,0,0,3,3640,0,2004,2003,Maple Valley,WA 98038,7.908723831,555000.0001
4,2.5,2480,16360,1,0,0,5,1510,970,1959,0,Kenmore,WA 98028,6.61652358,560000.0001
5,3,3690,49709,1,0,2,3,2690,1000,1960,2012,Des Moines,WA 98198,7.726795207,575000
4,1.75,1720,6975,1,0,0,3,1420,300,1975,0,Redmond,WA 98052,7.5751588,580000
3,2.5,3240,8016,2,0,0,3,2910,330,2004,2003,Snoqualmie,WA 98065,6.330280588,600000
4,2.5,2770,10274,2,0,0,3,2770,0,1989,0,Issaquah,WA 98029,6.665751018,602761
6,3.5,3600,6875,2,0,0,3,2740,860,2004,2003,Snoqualmie,WA 98065,7.671204952,620000.0001
3,2,2460,41343,1,0,0,4,2460,0,1988,0,Issaquah,WA 98027,6.531105667,619999.9999
3,1.75,2430,5000,2,0,0,4,1760,670,1945,0,Seattle,WA 98117,7.688311934,626000
3,2,1660,3729,1,0,0,5,970,690,1922,1956,Seattle,WA 98116,7.133274141,638000
3,2.5,2480,37843,1.5,1,3,4,2480,0,1974,0,Vashon,WA 98070,7.114962744,662999.9998
2,1.75,1950,10766,1,0,3,4,1160,790,1952,0,Burien,WA 98166,6.764135306,669000
4,2.5,2670,11877,2,0,0,3,2670,0,1996,0,Sammamish,WA 98074,6.427980262,669950
4,2.5,2150,27540,2,0,0,3,2150,0,1997,0,Redmond,WA 98053,7.677004865,677099.5651
5,3.5,2720,7598,2,0,0,3,1860,860,1993,0,Seattle,WA 98115,7.737550184,690000.0001
3,2.75,2590,12063,2,0,0,3,2590,0,1993,0,Bellevue,WA 98006,6.973308255,695000.0001
3,3.25,3740,136915,2.5,0,0,3,3100,640,1990,2009,Burien,WA 98166,6.024179857,710000.0002
6,3,3110,5000,1.5,0,0,5,1810,1300,1921,0,Seattle,WA 98103,7.581684114,724999.9999
4,2.75,2880,4000,1.5,0,0,3,2100,780,1912,2000,Seattle,WA 98144,6.079624752,755000.0001
3,2.5,1980,13964,1,0,0,5,1980,0,1959,0,Mercer Island,WA 98040,7.526322607,760000
4,2.5,2660,10800,1,0,0,3,2660,0,1955,2014,Bellevue,WA 98005,6.610182511,772650.0001
3,2.75,2850,14800,1,0,0,4,1920,930,1976,1992,Bellevue,WA 98006,6.416981141,775000
4,3.25,3060,3898,2,0,0,3,2300,760,2014,0,Issaquah,WA 98027,6.016258932,782900
3,1.75,2080,75794,1,0,0,3,2080,0,1958,2004,Kirkland,WA 98033,7.070351811,800000.0003
4,2.5,2990,16809,2,0,0,3,2990,0,1990,2009,Woodinville,WA 98077,6.212745686,800000
3,2.75,2600,5875,1.5,0,2,5,1600,1000,1929,0,Seattle,WA 98116,6.195746392,804999.9999
4,2.75,2620,4743,1,0,2,4,1310,1310,1949,1985,Seattle,WA 98117,7.554386207,815000.0001
3,2,2270,11989,1,0,0,4,2270,0,1968,0,Mercer Island,WA 98040,6.419768729,814999.9999
4,2.5,3060,7140,2,0,0,3,3060,0,2006,0,Issaquah,WA 98029,6.79252799,826000
4,2.5,3230,12100,1,0,0,3,1870,1360,1977,2004,Bellevue,WA 98006,7.565559508,827000
4,3.5,3370,5000,2,0,2,3,2470,900,2008,0,Seattle,WA 98126,7.052888777,899999.9998
4,3.5,4040,50479,2,0,0,3,4040,0,1987,2000,Woodinville,WA 98077,7.65250327,910000.0003
4,3.75,3460,6738,2,0,0,3,3460,0,2013,1923,Renton,WA 98059,7.909174656,971971.0001
4,3.5,3320,19850,1,0,2,4,2040,1280,1977,0,Mercer Island,WA 98040,6.910153811,1025000
4,3.5,3450,7832,2,0,0,3,3450,0,2007,0,Bellevue,WA 98006,7.010873633,1050000
4,3.5,3990,5267,2,0,0,3,3990,0,2008,0,Bellevue,WA 98006,7.705010539,1080000
3,3,3760,8500,2.5,0,3,4,3060,700,1910,0,Seattle,WA 98116,7.804935731,1250000
4,3,4040,20001,1,0,0,3,2020,2020,1972,2001,Clyde Hill,WA 98004,7.181120675,1388000
4,2.25,3250,16684,2,0,0,3,3250,0,1979,2014,Medina,WA 98039,7.228078452,1410000
3,1,1060,7473,1,0,0,3,1060,0,1959,1989,Des Moines,WA 98198,6.327327556,140000
1,1,690,1950,1,0,0,3,690,0,1928,1954,Seattle,WA 98117,7.063232268,167500
2,1,900,3400,1,0,0,5,900,0,1905,0,Seattle,WA 98108,6.602930338,191000
2,1,1020,8100,1,0,0,3,1020,0,1940,1996,Seattle,WA 98168,6.664094975,195000
3,1,970,9583,1,0,0,4,970,0,1967,0,Federal Way,WA 98023,6.887911205,209950
2,1,940,5040,1,0,0,3,940,0,1926,2003,Seattle,WA 98126,7.173991575,212700
2,1.75,1220,15600,1,0,0,3,1220,0,1972,2002,Auburn,WA 98001,7.77901222,215500
3,1,910,8789,1,0,0,3,910,0,1966,1963,Seattle,WA 98148,6.540638595,221000
2,1.75,1110,1773,2,0,0,3,1110,0,2014,0,Seattle,WA 98108,7.145961273,229800
3,1.75,1010,9600,1,0,0,5,1010,0,1969,0,Covington,WA 98042,7.660125941,230000
4,1,1390,18000,1,0,0,3,1390,0,1955,2013,Kent,WA 98032,7.435761337,233999.9999
3,1.75,1950,8712,1,0,0,3,1950,0,1960,2012,Renton,WA 98055,7.037613479,234999.9999
3,1.75,1400,6300,1,0,0,3,1400,0,1998,2006,Enumclaw,WA 98022,6.712543387,235000
1,1.5,1170,1456,2,0,0,3,1070,100,2007,0,Seattle,WA 98126,7.192248081,235000
3,3,1670,4440,1,0,0,3,1670,0,2014,0,Enumclaw,WA 98022,7.247553616,246950
3,2.5,1720,6194,2,0,0,3,1720,0,1998,2006,Auburn,WA 98092,6.614623459,255000.0001
3,2.25,1715,6819,2,0,0,3,1715,0,1995,0,Federal Way,WA 98003,7.583374001,257500.0001
3,1.75,1650,12349,1,0,0,3,1650,0,1957,2000,SeaTac,WA 98188,6.068304487,259500
2,1,700,4800,1,0,0,3,700,0,1922,2008,Seattle,WA 98122,6.425677753,260000
2,1,720,11400,1,0,0,5,720,0,1951,0,Shoreline,WA 98133,7.304769948,275500
3,2.5,1630,7950,1,0,0,3,1320,310,1985,0,Kent,WA 98042,7.089629747,279000
2,1,910,8155,1,0,0,4,910,0,1948,0,Shoreline,WA 98155,7.327844217,285000
4,2,1350,942,3,0,0,3,1350,0,2008,0,Issaquah,WA 98029,6.337069481,288790
3,1.5,1590,8911,1,0,0,3,1590,0,1956,2001,Kenmore,WA 98028,7.220406912,300000
6,4,3120,4240,2,0,2,4,2090,1030,1993,0,Seattle,WA 98106,7.389796654,315000.0001
4,2.5,2570,4865,2,0,0,3,2570,0,2005,0,Maple Valley,WA 98038,6.938719716,320000
5,2.75,2400,8050,2,0,0,3,2400,0,1998,2006,Auburn,WA 98092,7.475287125,327000
4,1.75,2440,7350,1,0,0,3,1610,830,1978,0,Kent,WA 98032,6.781969772,330000
3,1.75,1780,10409,1,0,0,3,1280,500,1981,2013,Renton,WA 98058,6.935518315,342000
5,1.75,2330,14322,1,0,0,4,1180,1150,1968,0,Renton,WA 98059,7.585394717,350000
3,1.75,2040,22693,1,0,0,4,2040,0,1980,0,Kent,WA 98042,6.535302279,355000.0001
4,2.5,1890,7867,2,0,0,3,1890,0,1996,0,Maple Valley,WA 98038,7.526591445,355000
2,2.25,1330,10838,2,0,0,3,1330,0,1985,0,Kenmore,WA 98028,7.932760121,355000
4,2.5,3000,9793,2,0,0,3,3000,0,2002,0,Maple Valley,WA 98038,7.257784352,394000
5,1,1170,6757,1,0,0,4,800,370,1944,0,Seattle,WA 98125,7.820465895,397000
3,2.5,2570,10431,2,0,0,3,2570,0,1989,0,Kent,WA 98031,7.636089225,399950.0001
3,2,1400,45738,2,0,0,4,1400,0,1981,0,Vashon,WA 98070,7.218082113,410000.0001
3,1,2710,19000,2,0,3,4,2710,0,1950,1983,Burien,WA 98166,6.745067844,409999.9999
3,1.75,2410,8944,1,0,0,4,1860,550,1967,0,Renton,WA 98058,6.19958191,415000
4,2.25,2300,7700,1,0,0,3,1380,920,1959,1989,Seattle,WA 98125,6.946345472,416999.9999
3,2.5,2432,9391,2,0,2,3,2432,0,2005,0,Federal Way,WA 98001,7.975607685,426999.9999
2,1,1050,2570,1,0,0,5,850,200,1927,0,Seattle,WA 98117,7.389536058,430000
2,1,1320,8380,1,0,0,3,1320,0,1953,0,Seattle,WA 98177,6.201539917,447000
4,2.75,2300,37533,1,0,3,5,1550,750,1979,0,Vashon,WA 98070,6.258550171,452999.9999
4,3,2530,10000,2,0,0,3,2530,0,2013,1923,Burien,WA 98148,7.235702844,459000
4,2.5,2110,35091,1,0,0,4,1290,820,1985,0,Issaquah,WA 98027,7.508286042,460000.0001
4,2.25,2020,8424,1,0,0,4,1380,640,1979,0,Kirkland,WA 98034,7.474332845,464900
4,2.5,3060,6000,2,0,0,3,3060,0,2012,1912,Maple Valley,WA 98038,7.461360189,465000
4,2.5,2990,8913,2,0,0,4,2990,0,1991,0,Renton,WA 98058,7.991398667,469899.9999
4,3,2370,3672,1.5,0,0,5,1650,720,1916,0,Seattle,WA 98115,6.112871206,471500
2,1,1500,3420,1,0,0,3,1500,0,1902,0,Seattle,WA 98103,7.822293976,479999.9999
4,2.75,2790,5527,2,0,0,3,2790,0,2014,0,North Bend,WA 98045,7.643408757,483453
3,2.5,2230,5348,2,0,0,3,2230,0,2000,0,Snoqualmie,WA 98065,6.252002873,490000
4,1,1440,7100,1.5,0,0,3,1440,0,1906,2014,Seattle,WA 98107,7.390595008,500000
2,1.5,1200,1687,3,0,0,3,1200,0,2008,0,Seattle,WA 98103,7.797841203,504199.9999
5,1.75,1890,5000,1.5,0,0,3,1090,800,1906,2014,Seattle,WA 98107,6.84628329,523460
4,1.75,2860,48351,1,0,0,3,1710,1150,1978,0,Woodinville,WA 98077,6.085967291,530000.0001
4,3.5,4150,16197,2,0,0,3,4150,0,2006,0,Auburn,WA 98092,6.220646576,549999.9999
4,2.5,2710,6583,2,0,0,3,2710,0,2003,0,Renton,WA 98059,7.462939148,560000
3,1.75,1960,6380,1,0,0,4,980,980,1939,1989,Seattle,WA 98115,6.891890145,561499.9999
3,3.25,2310,3075,2,0,0,3,1730,580,2005,0,Seattle,WA 98116,6.175416464,589500
4,1.75,2420,37800,1,0,0,4,1880,540,1981,0,Redmond,WA 98053,6.608979843,601999.9999
4,2.5,2770,63118,2,0,0,3,2770,0,1997,0,Carnation,WA 98014,6.27624935,641000.0001
5,2.5,2500,7200,1,0,0,4,1490,1010,1977,0,Redmond,WA 98052,6.090843096,661499.9999
3,2.5,2610,35000,2,0,0,3,2610,0,1988,2000,Woodinville,WA 98072,7.677318224,664999.9999
3,2.25,2400,5300,1.5,0,0,4,1250,1150,1939,1989,Seattle,WA 98117,7.100080466,672500.0001
4,2.5,2540,38677,2,0,0,3,2540,0,1987,2000,Redmond,WA 98053,7.439138182,677099.5652
4,2.75,3190,10970,2,0,0,3,3190,0,1994,0,Sammamish,WA 98075,6.255965442,687500.0001
3,2.5,1660,1545,2,0,2,3,1400,260,2002,0,Seattle,WA 98109,7.257511163,700000
3,2.5,2440,4153,2,0,0,3,2440,0,2003,0,Redmond,WA 98052,7.53863133,710000
3,2.5,3580,54450,1.5,0,0,3,3580,0,1990,2009,Maple Valley,WA 98038,7.841212747,725000.0002
3,3,2630,4896,2,0,0,3,2630,0,2006,0,Redmond,WA 98052,6.287080568,738000.0001
4,2.25,3190,11597,2,0,0,3,2300,890,1984,0,Sammamish,WA 98074,6.576910326,750000.0001
5,2.5,3260,24300,1.5,0,1,4,2310,950,1950,1983,Lake Forest Park,WA 98155,7.876682678,755000.0002
4,2.75,3610,8580,2,0,0,3,3610,0,2014,0,Kirkland,WA 98033,7.723553868,981999.9998
4,4.25,4390,13833,2,0,3,3,3320,1070,2003,0,Issaquah,WA 98029,7.454507549,1050000
5,2.75,3650,13297,2,0,0,5,2750,900,1969,0,Mercer Island,WA 98040,7.735707689,1195000
4,3,3900,9750,1,0,4,5,2520,1380,1972,0,Bellevue,WA 98006,7.673852221,1619999
4,4.5,6640,53330,2,0,0,3,6640,0,1993,0,Woodinville,WA 98077,7.513990587,1820000
2,1.75,1910,3376,2,0,0,3,1910,0,1980,0,Maple Valley,WA 98038,6.996320292,230000
3,1,1040,8128,1,0,0,3,1040,0,1983,2009,Duvall,WA 98019,7.673469361,234000
4,1,1370,8499,1,0,0,3,1370,0,1949,1998,Shoreline,WA 98155,7.031633187,300000
3,1.75,1700,17355,1,0,0,3,1200,500,1978,0,Maple Valley,WA 98038,6.414529962,314500
3,1,1200,9087,1,0,0,5,1200,0,1969,0,Newcastle,WA 98056,6.081360323,339900
3,1.5,1500,5000,1.5,0,0,4,1140,360,1927,0,Seattle,WA 98117,6.876642687,470000.0001
3,2.5,1700,9100,1,0,0,3,1160,540,1998,2006,Seattle,WA 98126,6.728195523,474999.9999
5,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0,Seattle,WA 98125,6.850757182,585000
4,2.5,3130,40918,2,0,0,3,3130,0,1994,0,North Bend,WA 98045,7.945427618,597999.9999
4,2.5,2190,11500,1,0,0,4,1430,760,1972,0,Bellevue,WA 98006,7.535740265,699900.0001
3,1,1800,7650,1,0,0,5,1800,0,1957,0,Renton,WA 98056,6.598481575,265000.0001
5,2.75,2130,6222,1,0,0,3,1300,830,1991,0,Seattle,WA 98118,7.376047911,325000
3,2,1610,15005,1,0,0,4,1610,0,1986,0,Carnation,WA 98014,7.201002668,345000
3,3.5,1360,1275,2,0,0,3,1240,120,2007,0,Seattle,WA 98144,6.920445766,397000
4,2.75,2950,15540,1,0,0,4,2120,830,1974,0,Kent,WA 98042,6.278938622,401999.9999
3,2.25,2120,54014,2,0,0,4,2120,0,1964,0,Bellevue,WA 98005,7.963331737,834999.9998
2,1,930,7623,1,0,0,2,930,0,1942,0,Burien,WA 98166,6.601592657,100000
2,1,1200,24792,2,0,0,2,1200,0,1976,0,Redmond,WA 98053,7.662664827,170000
2,1,900,28800,1,0,0,1,900,0,1928,0,Snoqualmie,WA 98065,6.116533058,235000
2,1.5,1068,1758,2,0,0,3,1068,0,1990,2009,Kenmore,WA 98028,7.759016889,243000
3,2.75,1300,14197,1,0,0,3,860,440,1996,0,Kent,WA 98030,7.334418444,245000
3,2,1440,9220,1,0,0,3,1440,0,1965,1993,Des Moines,WA 98198,7.417149475,250000
2,1,1320,9967,1,0,0,3,940,380,1919,2001,Seattle,WA 98108,6.169592744,255000
3,1.75,1410,8100,2,0,0,3,1410,0,1985,0,Maple Valley,WA 98038,6.233222075,263000
2,2,1860,10856,1,0,0,3,1260,600,1952,2008,Seattle,WA 98178,7.711141452,265000
3,2.5,1760,8584,1.5,0,0,5,1760,0,1937,0,Burien,WA 98148,6.895669648,289950
2,1,960,8153,1,0,0,3,960,0,1947,2012,Shoreline,WA 98155,6.49480833,300000
3,1,1010,8800,1,0,0,4,1010,0,1954,1979,Seattle,WA 98118,6.38870195,308000
3,2.25,2310,7200,2,0,0,3,2310,0,1990,2009,Kent,WA 98031,7.422249469,327499.9999
4,2.5,2340,11784,2,0,0,3,2340,0,1997,0,Kent,WA 98042,6.578893878,330000
4,2.5,2230,5970,2,0,0,4,2230,0,2002,0,Covington,WA 98042,6.609190343,337000
4,2.5,2280,5000,2,0,0,3,2280,0,2006,0,Maple Valley,WA 98038,6.809875657,345000
2,1,970,5750,1,0,0,4,970,0,1932,1958,Seattle,WA 98126,7.459582587,345000
3,1,960,8855,1,0,0,4,960,0,1958,1972,Shoreline,WA 98155,7.61511032,349810
4,2.75,2140,10316,2,0,0,3,2140,0,1993,0,Auburn,WA 98001,7.077960856,359500
3,1,1320,7341,1,0,0,3,1320,0,1982,0,Shoreline,WA 98155,7.563252526,370000
4,2.5,2700,6998,2,0,0,3,2700,0,2001,0,Tukwila,WA 98168,6.432705887,383962
3,1.75,1300,7030,1,0,0,3,1300,0,1968,1997,Kirkland,WA 98034,7.102127268,385000
4,2.5,2570,7859,2,0,0,3,2570,0,1992,0,Maple Valley,WA 98038,7.617610673,397500
2,1,870,5750,1,0,0,4,870,0,1947,1988,Seattle,WA 98116,7.799437057,406500
5,3.25,2820,6589,1.5,0,0,3,2320,500,1906,2014,Seattle,WA 98118,6.400094929,408000
2,1.75,1510,4980,1,0,0,3,1510,0,2006,0,Redmond,WA 98053,7.074120441,419000
2,2,1090,934,3,0,0,3,1090,0,2008,0,Seattle,WA 98109,6.989692984,427500
3,2.25,1370,1524,3,0,0,3,1370,0,2005,0,Seattle,WA 98103,7.415163352,433111.1111
4,2,1880,3840,1,0,0,3,970,910,1904,0,Seattle,WA 98144,6.467162671,435000
4,2.5,2290,11173,2,0,0,4,2290,0,1988,0,Renton,WA 98058,6.013342272,436500
3,2.5,3180,7904,1,0,0,3,1810,1370,2006,0,Renton,WA 98056,7.444284887,438999.9999
4,2.25,2070,39446,1,0,0,3,1470,600,1977,2004,Lake Forest Park,WA 98155,6.048444773,445800
4,2.5,2960,6031,2,0,0,3,2960,0,2005,0,Maple Valley,WA 98038,6.541904085,449000
3,2.5,1220,1330,2,0,0,3,1010,210,2008,0,Seattle,WA 98117,7.87395626,457000
3,1.75,3600,8666,2,0,0,4,2400,1200,1948,0,Kirkland,WA 98033,6.594135857,461000.0001
4,3,2440,9664,2,0,0,3,1890,550,1981,2013,Kenmore,WA 98028,7.329177772,480000
4,3,2330,3497,2,0,0,3,1920,410,2003,0,Seattle,WA 98108,6.145155844,490000
3,2.25,1470,4322,2,0,0,3,1470,0,1985,0,Issaquah,WA 98029,7.631130906,491500
3,2.25,2090,10733,1,0,0,3,1440,650,1958,2004,Seattle,WA 98115,6.259282332,491950
4,1.75,2120,9786,1,0,0,3,1640,480,1967,2011,Shoreline,WA 98177,7.075062643,492650.0001
4,3,3720,15048,3,0,0,3,3720,0,1979,2014,Renton,WA 98059,7.169289904,500000
3,2.5,2600,4506,2,0,0,3,2600,0,2003,0,Kenmore,WA 98028,7.792384647,515000
4,2.25,1980,15086,2,0,0,3,1980,0,1981,2013,Sammamish,WA 98074,6.908427339,530000
3,1,1580,6300,1,0,0,3,1180,400,1925,2002,Seattle,WA 98199,7.402812454,535000
5,2.75,2520,16100,1,0,3,4,1570,950,1960,2001,Mercer Island,WA 98040,6.320930277,542500
3,2.5,1460,1613,2,0,0,3,1180,280,2007,0,Seattle,WA 98117,7.163496725,544000
4,1.5,2750,128502,1,0,0,2,1500,1250,1958,0,Renton,WA 98055,6.475126034,550000.0003
3,2.25,1720,9600,1,0,0,4,1220,500,1967,0,Redmond,WA 98052,6.000759619,550000.0001
3,2.25,2070,15002,1.5,0,0,3,2070,0,1955,2013,Lake Forest Park,WA 98155,7.492582807,560000.0001
3,2,1890,29185,1,0,0,3,1470,420,1949,2013,Bellevue,WA 98006,6.009966943,570000
3,2.5,3350,4007,2,0,0,3,2550,800,2005,0,Kirkland,WA 98034,7.225265708,634999.9999
4,2.25,2500,4046,1.5,0,0,4,1520,980,1940,2001,Seattle,WA 98117,7.092478349,669500
5,3,2870,5700,1,0,0,3,1950,920,1964,2000,Seattle,WA 98103,7.606886798,764999.9999
4,2.5,3500,7048,2,0,0,3,3500,0,2005,0,Redmond,WA 98053,7.260229619,780000
3,2.5,2650,2387,2,0,0,3,1830,820,1920,1979,Seattle,WA 98119,6.133023928,849999.9999
4,2.75,3220,4392,1.5,0,0,4,2320,900,1931,0,Seattle,WA 98105,7.196480001,880000.0001
4,2.5,3560,5265,3,0,0,3,3560,0,2014,0,Redmond,WA 98052,7.275120006,882566.0001
4,2.5,3670,7680,2.5,0,0,3,3670,0,2007,0,Issaquah,WA 98029,7.613085672,950000
4,3.25,3530,8589,2,0,0,3,3530,0,2007,0,Kirkland,WA 98033,6.628227156,962999.9998
4,2.75,3330,9143,2,0,0,4,3330,0,1995,0,Kirkland,WA 98033,6.633238797,1095000
3,3,3790,5001,2,0,0,3,2810,980,1989,0,Seattle,WA 98122,7.165550137,1165000
5,3.25,4390,11250,2,0,0,3,4390,0,2007,0,Mercer Island,WA 98040,6.32984323,1510000
5,3.5,5000,26540,2,0,3,3,3410,1590,2008,0,Mercer Island,WA 98040,6.907222633,1730000
5,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945,Seattle,WA 98144,7.956649501,1925000
2,1,820,4320,1,0,0,3,820,0,1937,1999,Seattle,WA 98106,6.996756782,102500
3,1,1200,8514,1,0,0,3,1200,0,1959,1989,Enumclaw,WA 98022,7.266517219,165050
2,1,900,13531,1,0,0,3,900,0,1979,2014,Pacific,WA 98047,7.229710799,174000
1,1,590,833,1,0,0,4,590,0,1926,1993,Seattle,WA 98122,7.763213993,202000
3,1.75,1170,8239,1,0,0,3,1170,0,1981,2013,Covington,WA 98042,6.366945714,205000
3,1.75,1400,9546,1,0,0,4,1400,0,1984,0,Federal Way,WA 98003,7.960619236,217500
3,1.5,1620,9310,1,0,0,4,1620,0,1967,0,Covington,WA 98042,6.364635351,219950
3,2,1770,7000,1,0,0,3,1770,0,1986,0,Auburn,WA 98001,6.384670273,240999.9999
3,2,1190,4072,1.5,0,0,5,1190,0,1907,0,Seattle,WA 98118,6.856952318,245000
